ULTIMAS_0027.jpg;0;0
ULTIMAS_0007.jpg;1;1
ULTIMAS_0016.jpg;2;2
ULTIMAS_0024.jpg;2;1
ULTIMAS_0011.jpg;1;1
ULTIMAS_0008.jpg;1;1
ULTIMAS_0002.jpg;1;1
ULTIMAS_0006.jpg;1;0
ULTIMAS_0020.jpg;2;1
ULTIMAS_0038.jpg;0;0
ULTIMAS_0035.jpg;0;0
ULTIMAS_0040.jpg;0;0
ULTIMAS_0028.jpg;0;0
ULTIMAS_0017.jpg;2;2
ULTIMAS_0026.jpg;2;0
ULTIMAS_0029.jpg;0;0
ULTIMAS_0033.jpg;0;0
ULTIMAS_0030.jpg;0;0
ULTIMAS_0045.jpg;0;0
ULTIMAS_0014.jpg;2;2
ULTIMAS_0001.jpg;1;0
ULTIMAS_0031.jpg;0;0
ULTIMAS_0004.jpg;1;0
ULTIMAS_0039.jpg;0;0
ULTIMAS_0005.jpg;1;0
ULTIMAS_0013.jpg;1;1
ULTIMAS_0019.jpg;2;0
ULTIMAS_0012.jpg;1;1
ULTIMAS_0025.jpg;2;2
ULTIMAS_0049.jpg;0;0
ULTIMAS_0042.jpg;0;0
ULTIMAS_0032.jpg;0;0
ULTIMAS_0018.jpg;2;0
ULTIMAS_0023.jpg;2;2
ULTIMAS_0044.jpg;0;0
ULTIMAS_0041.jpg;0;0
ULTIMAS_0051.jpg;0;0
ULTIMAS_0003.jpg;1;0
ULTIMAS_0048.jpg;0;0
ULTIMAS_0000.jpg;1;0
ULTIMAS_0050.jpg;0;0
ULTIMAS_0009.jpg;1;1
ULTIMAS_0010.jpg;1;1
ULTIMAS_0022.jpg;2;0
ULTIMAS_0047.jpg;0;0
ULTIMAS_0034.jpg;0;0
ULTIMAS_0046.jpg;0;0
ULTIMAS_0043.jpg;0;0
ULTIMAS_0037.jpg;0;0
ULTIMAS_0015.jpg;2;0
